Date,F.Y,QUARTER,P_NO,PAYMENT TYPE,TYPE OF PRODUCT,Quantity,Price,Amount,TYPE OF ACCESSORY/MOBILE
10/28/2018,2018-2019,3,P/A/35,CASH,ACCESSORY,1,1618.64,2118.64,COVER
10/20/2020,2020-2021,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/28/2018,2018-2019,3,P/M/A24,MOBILE PAYMENTS,MOBILE,1,973.22,1473.22,BUDGET PHONE
10/28/2018,2018-2019,3,P/M/A57,DEBIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/28/2018,2018-2019,3,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/29/2018,2018-2019,3,P/A/3,CREDIT,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
10/29/2018,2018-2019,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
10/29/2018,2018-2019,3,P/M/A24,MOBILE PAYMENTS,MOBILE,1,950.9,1450.9,BUDGET PHONE
10/29/2018,2018-2019,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/29/2018,2018-2019,3,P/T/S1,CREDIT,TABLET,1,7550.84,8050.84,BUDGET TABLET
10/30/2018,2018-2019,3,P/A/35,CREDIT,ACCESSORY,1,1703.38,2203.38,COVER
10/30/2018,2018-2019,3,P/M/A43,CREDIT,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
10/31/2018,2018-2019,3,P/A/41,MOBILE PAYMENTS,ACCESSORY,1,1957.62,2457.62,POWER BANK
10/31/2018,2018-2019,3,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
10/31/2018,2018-2019,3,P/M/A42,DEBIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
10/25/2020,2020-2021,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/25/2020,2020-2021,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/30/2020,2020-2021,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/1/2018,2018-2019,3,P/M/A58,CREDIT,MOBILE,1,8964.28,9464.28,BUDGET PHONE
11/2/2018,2018-2019,3,P/A/3,DEBIT,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/2/2018,2018-2019,3,P/A/34,CASH,ACCESSORY,1,5855.08,6355.08,COVER
11/1/2020,2020-2021,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/2/2018,2018-2019,3,P/M/A24,CASH,MOBILE,1,928.58,1428.58,BUDGET PHONE
11/2/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,10651.78,11151.78,BUDGET PHONE
11/2/2018,2018-2019,3,P/M/A60,MOBILE PAYMENTS,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/2/2018,2018-2019,3,P/T/S10,CREDIT,TABLET,1,48567.8,49067.8,PREMIUM MIDRANGE TAB
11/3/2018,2018-2019,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/3/2018,2018-2019,3,P/A/36,MOBILE PAYMENTS,ACCESSORY,1,2000,2500,COVER
11/1/2020,2020-2021,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/3/2020,2020-2021,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/3/2018,2018-2019,3,P/M/A56,DEBIT,MOBILE,1,5026.78,5526.78,BUDGET PHONE
11/3/2018,2018-2019,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/4/2018,2018-2019,3,P/A/35,DEBIT,ACCESSORY,1,1872.88,2372.88,COVER
11/4/2020,2020-2021,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/4/2018,2018-2019,3,P/M/A60,MOBILE PAYMENTS,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/5/2018,2018-2019,3,P/A/21,CREDIT,ACCESSORY,1,432.2,932.2,CHARGER 
11/11/2020,2020-2021,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/14/2020,2020-2021,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/17/2020,2020-2021,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/5/2018,2018-2019,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/5/2018,2018-2019,3,P/M/A43,MOBILE PAYMENTS,MOBILE,1,56553.58,57053.58,FLAGSHIP PHONE
11/5/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9767.86,10267.86,BUDGET PHONE
11/18/2020,2020-2021,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/18/2020,2020-2021,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/6/2018,2018-2019,3,P/A/16,DEBIT,ACCESSORY,1,1024.58,1524.58,BATTERY
11/6/2018,2018-2019,3,P/A/46,CREDIT,ACCESSORY,1,10932.2,11432.2,WIRELESS EARPHONES
12/12/2020,2020-2021,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
12/19/2020,2020-2021,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/6/2018,2018-2019,3,P/M/A59,CREDIT,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/6/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,10651.78,11151.78,BUDGET PHONE
12/30/2020,2020-2021,3,P/M/A9,CASH,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/7/2018,2018-2019,3,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
11/7/2018,2018-2019,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/7/2018,2018-2019,3,P/A/35,CREDIT,ACCESSORY,1,1618.64,2118.64,COVER
11/7/2018,2018-2019,3,P/M/A56,MOBILE PAYMENTS,MOBILE,1,5026.78,5526.78,BUDGET PHONE
11/7/2018,2018-2019,3,P/M/A58,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
11/7/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9767.86,10267.86,BUDGET PHONE
11/7/2018,2018-2019,3,P/M/A59,CREDIT,MOBILE,1,9767.86,10267.86,BUDGET PHONE
11/7/2018,2018-2019,3,P/M/A59,CREDIT,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/7/2018,2018-2019,3,P/M/A60,CASH,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/7/2018,2018-2019,3,P/M/A60,CREDIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/7/2018,2018-2019,3,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/8/2018,2018-2019,3,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1491.52,1991.52,WIRELESS HEADSET
12/31/2020,2020-2021,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/8/2018,2018-2019,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/8/2018,2018-2019,3,P/M/A55,CASH,MOBILE,1,6375,6875,BUDGET PHONE
11/8/2018,2018-2019,3,P/M/A55,CASH,MOBILE,1,6196.42,6696.42,BUDGET PHONE
11/8/2018,2018-2019,3,P/M/A60,CREDIT,MOBILE,1,13428.58,13928.58,BUDGET PHONE
11/8/2018,2018-2019,3,P/M/A60,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/9/2018,2018-2019,3,P/A/22,CASH,ACCESSORY,1,432.2,932.2,CHARGER 
11/9/2018,2018-2019,3,P/A/47,CASH,ACCESSORY,1,1406.78,1906.78,WIRELESS HEADSET
11/9/2018,2018-2019,3,P/M/A55,DEBIT,MOBILE,1,6375,6875,BUDGET PHONE
11/9/2018,2018-2019,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7089.28,7589.28,BUDGET PHONE
11/10/2018,2018-2019,3,P/M/A43,MOBILE PAYMENTS,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
11/10/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,2,8026.78,17053.57,BUDGET PHONE
10/3/2020,2020-2021,3,P/M/A9,DEBIT,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
12/15/2020,2020-2021,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
11/12/2018,2018-2019,3,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
11/12/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/13/2018,2018-2019,3,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
11/13/2018,2018-2019,3,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
11/13/2018,2018-2019,3,P/M/A42,MOBILE PAYMENTS,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
11/13/2018,2018-2019,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/14/2018,2018-2019,3,P/A/47,DEBIT,ACCESSORY,1,1491.52,1991.52,WIRELESS HEADSET
11/14/2018,2018-2019,3,P/A/48,DEBIT,ACCESSORY,1,686.44,1186.44,WIRELESS HEADSET
11/14/2018,2018-2019,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/14/2018,2018-2019,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/15/2018,2018-2019,3,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,432.2,932.2,CHARGER 
11/15/2018,2018-2019,3,P/A/9,DEBIT,ACCESSORY,1,18983.06,19483.06,GALAXY WATCH
11/15/2018,2018-2019,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/15/2018,2018-2019,3,P/M/A42,MOBILE PAYMENTS,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
11/15/2018,2018-2019,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
11/15/2018,2018-2019,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,9312.5,9812.5,BUDGET PHONE
11/15/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/16/2018,2018-2019,3,P/A/30,CREDIT,ACCESSORY,1,2041.52,2541.52,COVER
11/17/2018,2018-2019,3,P/A/26,DEBIT,ACCESSORY,1,2295.76,2795.76,CHARGER 
11/17/2018,2018-2019,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/17/2018,2018-2019,3,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
11/17/2018,2018-2019,3,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
11/17/2018,2018-2019,3,P/M/A57,DEBIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
11/17/2018,2018-2019,3,P/M/A60,CASH,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/18/2018,2018-2019,3,P/A/21,DEBIT,ACCESSORY,1,432.2,932.2,CHARGER 
11/18/2018,2018-2019,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/18/2018,2018-2019,3,P/A/47,CASH,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
11/18/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/19/2018,2018-2019,3,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
11/19/2018,2018-2019,3,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
11/19/2018,2018-2019,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/19/2018,2018-2019,3,P/M/A59,DEBIT,MOBILE,1,10651.78,11151.78,BUDGET PHONE
11/20/2018,2018-2019,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/21/2018,2018-2019,3,P/A/47,CASH,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
11/21/2018,2018-2019,3,P/M/A37,MOBILE PAYMENTS,MOBILE,11,20482.14,230803.57,MIDRANGE PHONE
11/21/2018,2018-2019,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/22/2018,2018-2019,3,P/A/19,CREDIT,ACCESSORY,1,685.6,1185.6,BATTERY
11/22/2018,2018-2019,3,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
11/22/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/23/2018,2018-2019,3,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6187.5,6687.5,BUDGET PHONE
11/23/2018,2018-2019,3,P/M/A55,CREDIT,MOBILE,1,6187.5,6687.5,BUDGET PHONE
11/23/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/23/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,10651.78,11151.78,BUDGET PHONE
11/23/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,10651.78,11151.78,BUDGET PHONE
11/23/2018,2018-2019,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/24/2018,2018-2019,3,P/A/29,DEBIT,ACCESSORY,1,685.6,1185.6,COVER
11/24/2018,2018-2019,3,P/A/34,DEBIT,ACCESSORY,1,4669.5,5169.5,COVER
11/24/2018,2018-2019,3,P/A/47,DEBIT,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
11/24/2018,2018-2019,3,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
11/24/2018,2018-2019,3,P/M/A55,DEBIT,MOBILE,1,6375,6875,BUDGET PHONE
11/24/2018,2018-2019,3,P/T/S10,MOBILE PAYMENTS,TABLET,1,48567.8,49067.8,PREMIUM MIDRANGE TAB
11/25/2018,2018-2019,3,P/A/35,CREDIT,ACCESSORY,1,2211.86,2711.86,COVER
11/25/2018,2018-2019,3,P/M/A43,DEBIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
11/25/2018,2018-2019,3,P/M/A58,CREDIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
11/26/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
11/26/2018,2018-2019,3,P/M/A64,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/27/2018,2018-2019,3,P/M/A55,CASH,MOBILE,1,6187.5,6687.5,BUDGET PHONE
11/28/2018,2018-2019,3,P/M/A24,DEBIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
11/28/2018,2018-2019,3,P/M/A58,DEBIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
11/29/2018,2018-2019,3,P/M/A60,CREDIT,MOBILE,1,12437.5,12937.5,BUDGET PHONE
11/30/2018,2018-2019,3,P/M/A22,MOBILE PAYMENTS,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
11/30/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,10392.86,10892.86,BUDGET PHONE
12/1/2018,2018-2019,3,P/M/A22,DEBIT,MOBILE,1,35205.36,35705.36,PREMIUM MIDRANGE PHONE
12/1/2018,2018-2019,3,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
12/2/2018,2018-2019,3,P/A/15,CASH,ACCESSORY,1,516.94,1016.94,BATTERY
12/2/2018,2018-2019,3,P/A/35,DEBIT,ACCESSORY,1,1957.62,2457.62,COVER
12/2/2018,2018-2019,3,P/M/A42,MOBILE PAYMENTS,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
12/2/2018,2018-2019,3,P/M/A43,MOBILE PAYMENTS,MOBILE,1,50303.58,50803.58,FLAGSHIP PHONE
12/2/2018,2018-2019,3,P/M/A59,CREDIT,MOBILE,1,10392.86,10892.86,BUDGET PHONE
12/2/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9767.86,10267.86,BUDGET PHONE
12/2/2018,2018-2019,3,P/M/A60,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
12/3/2018,2018-2019,3,P/A/35,DEBIT,ACCESSORY,1,1703.38,2203.38,COVER
12/3/2018,2018-2019,3,P/A/47,CREDIT,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
12/4/2018,2018-2019,3,P/M/A22,CASH,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
12/4/2018,2018-2019,3,P/M/A24,CREDIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
12/4/2018,2018-2019,3,P/M/A24,CREDIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
12/4/2018,2018-2019,3,P/M/A39,CASH,MOBILE,1,31553.58,32053.58,PREMIUM MIDRANGE PHONE
12/4/2018,2018-2019,3,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
12/6/2018,2018-2019,3,P/M/A22,CASH,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
12/6/2018,2018-2019,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,8428.58,8928.58,BUDGET PHONE
12/6/2018,2018-2019,3,P/M/A59,CREDIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
12/7/2018,2018-2019,3,P/M/A58,MOBILE PAYMENTS,MOBILE,1,8419.64,8919.64,BUDGET PHONE
12/7/2018,2018-2019,3,P/M/A58,DEBIT,MOBILE,1,8419.64,8919.64,BUDGET PHONE
12/7/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
12/7/2018,2018-2019,3,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
12/8/2018,2018-2019,3,P/A/19,MOBILE PAYMENTS,ACCESSORY,1,685.6,1185.6,BATTERY
12/8/2018,2018-2019,3,P/A/47,CREDIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
12/8/2018,2018-2019,3,P/M/A26,MOBILE PAYMENTS,MOBILE,1,2446.42,2946.42,BUDGET PHONE
12/9/2018,2018-2019,3,P/A/21,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
12/9/2018,2018-2019,3,P/M/A57,CASH,MOBILE,1,7526.78,8026.78,BUDGET PHONE
12/9/2018,2018-2019,3,P/M/A57,CASH,MOBILE,1,7312.5,7812.5,BUDGET PHONE
12/10/2018,2018-2019,3,P/A/13,CASH,ACCESSORY,1,516.94,1016.94,BATTERY
12/10/2018,2018-2019,3,P/A/3,DEBIT,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
12/10/2018,2018-2019,3,P/A/36,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,COVER
12/10/2018,2018-2019,3,P/M/A57,CASH,MOBILE,1,7312.5,7812.5,BUDGET PHONE
12/10/2018,2018-2019,3,P/M/A64,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
12/11/2018,2018-2019,3,P/A/26,CREDIT,ACCESSORY,1,1788.14,2288.14,CHARGER 
12/11/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,10651.78,11151.78,BUDGET PHONE
12/13/2018,2018-2019,3,P/T/S1,CASH,TABLET,1,7550.84,8050.84,BUDGET TABLET
12/14/2018,2018-2019,3,P/M/A60,CREDIT,MOBILE,1,11107.14,11607.14,BUDGET PHONE
12/15/2018,2018-2019,3,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
12/15/2018,2018-2019,3,P/A/47,CREDIT,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
12/15/2018,2018-2019,3,P/M/A24,DEBIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
12/16/2018,2018-2019,3,P/A/15,CASH,ACCESSORY,1,415.26,915.26,BATTERY
12/16/2018,2018-2019,3,P/A/34,CASH,ACCESSORY,1,5855.08,6355.08,COVER
12/16/2018,2018-2019,3,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
12/16/2018,2018-2019,3,P/A/49,CASH,ACCESSORY,1,771.18,1271.18,WIRELESS HEADSET
12/16/2018,2018-2019,3,P/M/A22,CREDIT,MOBILE,1,35205.36,35705.36,PREMIUM MIDRANGE PHONE
12/16/2018,2018-2019,3,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
12/16/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
12/16/2018,2018-2019,3,P/T/S10,DEBIT,TABLET,1,48644.07,49144.07,PREMIUM MIDRANGE TAB
12/17/2018,2018-2019,3,P/A/47,CREDIT,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
12/17/2018,2018-2019,3,P/M/A42,DEBIT,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
12/18/2018,2018-2019,3,P/A/35,DEBIT,ACCESSORY,1,2041.52,2541.52,COVER
12/18/2018,2018-2019,3,P/M/A22,CASH,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
12/20/2018,2018-2019,3,P/A/19,DEBIT,ACCESSORY,1,685.6,1185.6,BATTERY
12/21/2018,2018-2019,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
12/21/2018,2018-2019,3,P/M/A23,CREDIT,MOBILE,1,705.36,1205.36,BUDGET PHONE
12/22/2018,2018-2019,3,P/A/1,MOBILE PAYMENTS,ACCESSORY,1,20677.96,21177.96,GALAXY WATCH
12/22/2018,2018-2019,3,P/A/26,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,CHARGER 
12/22/2018,2018-2019,3,P/A/39,DEBIT,ACCESSORY,1,559.32,1059.32,COVER
12/22/2018,2018-2019,3,P/A/41,MOBILE PAYMENTS,ACCESSORY,1,1025.42,1525.42,POWER BANK
12/22/2018,2018-2019,3,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
12/23/2018,2018-2019,3,P/M/A58,CASH,MOBILE,1,9312.5,9812.5,BUDGET PHONE
12/23/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
12/25/2018,2018-2019,3,P/A/22,DEBIT,ACCESSORY,2,474.58,1949.16,CHARGER 
12/25/2018,2018-2019,3,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
12/25/2018,2018-2019,3,P/M/A22,CREDIT,MOBILE,1,35205.36,35705.36,PREMIUM MIDRANGE PHONE
12/25/2018,2018-2019,3,P/M/A23,CASH,MOBILE,1,750,1250,BUDGET PHONE
12/25/2018,2018-2019,3,P/M/A58,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
12/25/2018,2018-2019,3,P/M/A64,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
12/26/2018,2018-2019,3,P/A/38,CASH,ACCESSORY,1,2000,2500,COVER
11/3/2018,2018-2019,3,P/M/A20,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
12/28/2018,2018-2019,3,P/A/41,CASH,ACCESSORY,1,771.18,1271.18,POWER BANK
12/28/2018,2018-2019,3,P/M/A24,CREDIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
12/28/2018,2018-2019,3,P/M/A64,MOBILE PAYMENTS,MOBILE,1,13776.78,14276.78,BUDGET PHONE
12/29/2018,2018-2019,3,P/A/1,MOBILE PAYMENTS,ACCESSORY,1,20677.96,21177.96,GALAXY WATCH
12/29/2018,2018-2019,3,P/A/35,CASH,ACCESSORY,1,1872.88,2372.88,COVER
12/29/2018,2018-2019,3,P/M/A22,CASH,MOBILE,1,29848.22,30348.22,PREMIUM MIDRANGE PHONE
12/30/2018,2018-2019,3,P/A/49,MOBILE PAYMENTS,ACCESSORY,1,686.44,1186.44,WIRELESS HEADSET
12/1/2018,2018-2019,3,P/M/A14,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
12/30/2018,2018-2019,3,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6196.42,6696.42,BUDGET PHONE
12/30/2018,2018-2019,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
12/30/2018,2018-2019,3,P/M/A59,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
12/31/2018,2018-2019,3,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
12/31/2018,2018-2019,3,P/M/A1,CREDIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
12/31/2018,2018-2019,3,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
12/31/2018,2018-2019,3,P/M/A59,DEBIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
12/31/2018,2018-2019,3,P/M/A59,DEBIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
12/16/2018,2018-2019,3,P/M/A14,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
12/22/2018,2018-2019,3,P/M/A14,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
10/6/2019,2019-2020,3,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
11/17/2019,2019-2020,3,P/M/A11,DEBIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
11/27/2019,2019-2020,3,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/1/2019,2019-2020,3,P/M/A11,CASH,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/3/2019,2019-2020,3,P/M/A11,DEBIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/4/2019,2019-2020,3,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/5/2019,2019-2020,3,P/M/A11,DEBIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/7/2019,2019-2020,3,P/M/A11,DEBIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/17/2019,2019-2020,3,P/M/A11,CREDIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/23/2019,2019-2020,3,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/25/2019,2019-2020,3,P/M/A11,CREDIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/31/2019,2019-2020,3,P/M/A11,CREDIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
12/31/2019,2019-2020,3,P/M/A11,CREDIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
